GaiaDR3_ID,cluster,subgroup,data_catalog,Prot_source,Prot,mem_prob_hdbscan,mem_prob_source,dr3_parallax_zpt_corrected,dr3_ruwe,G_0,BPRP_0,e_BPRP_0,dustmap,fiducial_age_Myr,cmd_exclude,dered_exclude,phot_exclude
5290646440127895936,NGC2516,NGC2516,Fritzewski2020,Fritzewski2020,1.897,0.815,0.815,2.4871228523293247,1.0706174,18.559825013128506,2.6068166787352003,0.08407088697401789,Edenhofer,263,0,0,0
5290651323511794816,NGC2516,NGC2516,Fritzewski2020,Fritzewski2020,6.312,0.985,0.985,2.4712744622217295,0.995645,13.874331188201763,1.0427983860929382,0.015707651841007152,Edenhofer,263,0,0,0
5290652663541576832,NGC2516,NGC2516,Fritzewski2020,Fritzewski2020,3.979,0.714,0.714,2.389930606716362,1.0584376,14.529638681088104,1.213373969948525,0.015830877927388805,Edenhofer,263,0,0,0
5290653350736340736,NGC2516,NGC2516,Fritzewski2020,Fritzewski2020,8.524,1,1,2.4606647515885864,0.95249,13.608169650333103,1.1687538818600398,0.015413598372601579,Edenhofer,263,0,0,0
5290654205428930688,NGC2516,NGC2516,Fritzewski2020,Fritzewski2020,0.866,0.399,0.399,2.253174644398672,1.0527431,18.05676595427165,2.937004669472992,0.05819340422820315,Edenhofer,263,0,0,0
5290654858263942656,NGC2516,NGC2516,Fritzewski2020,Fritzewski2020,0.762,0.393,0.393,2.6705374364122947,1.0682627,18.01512852170116,2.5293262858841303,0.040390870468855485,Edenhofer,263,0,0,0
145203704587705088,Taurus,Taurus_C5,Long2023,Long2023,3.73,NULL,0.9,6.163721480605845,1.2948834,18.038413034964822,3.4497509261602923,0.6248318442984754,Edenhofer,2.01,0,0,0
145217379763796992,Taurus,Taurus_C5,Long2023,Long2023,0.966,NULL,0.9,5.58431202420541,1.0010191,17.2053198373375,4.153749013333825,0.24209905961824074,Edenhofer,2.01,0,0,0
146675954953119104,Taurus,Taurus_C6,Long2023,Long2023,6.398,NULL,0.9,7.951612129634357,0.95019937,12.939699021805875,1.9969305660403383,0.014985537628054551,Edenhofer,1.57,0,0,0
148599305732728320,Taurus,Taurus_D4,Long2023,Long2023,0.982,NULL,0.9,9.130876187748866,0.9684662,9.537888096250104,0.855383431940802,0.015125517181739143,Edenhofer,2.49,0,0,0
2075877373435348096,NGC6866,NGC6866,Long2023,Long2023,0.737,0.729,0.729,0.7145413164217886,0.95586795,13.671848097221135,0.4819225891030787,0.03243307969185685,Bayestar,735,0,0,0
2075877888831465600,NGC6866,NGC6866,Long2023,Long2023,0.452,1,1,0.7241325964719869,1.0020567,13.501337465773165,0.4731281930219483,0.04164042489868968,Bayestar,735,0,0,0
2076066145836177408,NGC6866,NGC6866,Long2023,Long2023,0.402,1,1,0.7115966030162187,0.9424052,13.341964525131703,0.4090799026861762,0.02046084197627558,Bayestar,735,0,0,0
2076066661232275456,NGC6866,NGC6866,Long2023,Long2023,0.84,0.869,0.869,0.7151912746915481,0.9669419,11.549662087011813,0.17901172669946663,0.16570936841504516,Bayestar,735,0,0,0
2076294603740304256,NGC6819,NGC6819,Long2023,Long2023,7.13,0.873,0.873,0.41275530947653644,0.9631666,14.335212719243884,0.7537671100731612,0.04322704712052844,Bayestar,2310,0,0,0
2076295527145521792,NGC6819,NGC6819,Long2023;Curtis2020,Meibom2015;Long2023,22.049,0.324,0.324,0.3647269468366768,1.0139092,17.850913665415643,1.1464661935572387,0.04339376439182337,Bayestar,2310,0,0,0
2076297455598475520,NGC6819,NGC6819,Long2023,Long2023,4.267,0.674,0.674,0.39118817571757886,0.98504615,14.603676965773166,0.6920584230219483,0.03795683473008471,Bayestar,2310,0,0,0
2076299414103591936,NGC6819,NGC6819,Long2023,Long2023,4.746,0.826,0.826,0.3701779688790639,0.9397482,15.234190616207124,0.7146276833885192,0.0939043555665485,Bayestar,2310,0,0,0
2076299998219211136,NGC6819,NGC6819,Long2023;Curtis2020,Meibom2015;Long2023,4.6505,0.775,0.775,0.42458981171409765,1.0179062,15.143193,0.8058386,0.014311775709831451,Bayestar,2310,0,0,0
2076388337105190144,NGC6819,NGC6819,Long2023,Long2023,14.861,0.899,0.899,0.4020107141837005,0.9986105,14.047986287697555,0.7879392140292645,0.022943396250606686,Bayestar,2310,0,0,0
2076389745854474880,NGC6819,NGC6819,Long2023;Curtis2020,Meibom2015;Long2023,21.3275,0.652,0.652,0.4286888844547892,0.9854252,17.022588050263405,0.9540432853723526,0.07851812227137465,Bayestar,2310,0,0,0
2076391944877856768,NGC6819,NGC6819,Long2023,Long2023,34.642,0.923,0.923,0.3896268439551321,1.0155858,14.351329118717073,1.094444239328456,0.04652898598733538,Bayestar,2310,1,0,0
144506309274714624,Hyades,Hyades,Douglas2019,Douglas2019,0.15,NULL,0.9,NULL,NULL,17.198557,4.07296,0.042218006701916465,Bayestar,775,0,0,0
145218857232329472,Hyades,Hyades,Douglas2019,Douglas2019,5.8,NULL,0.9,22.531558572382863,2.0043025,13.074914,2.7881413,0.014444453161069262,Edenhofer,775,0,0,0
146285112929523456,Taurus,Taurus_C6,Long2023,Long2023,1.611,NULL,0.9,7.563013164316863,1.0805342,19.690478007953324,3.0249468271035775,0.29520358497726684,Edenhofer,1.57,0,0,0
146758968080949504,Taurus,Taurus_C6,Long2023,Long2023,1.231,NULL,0.9,7.933131552214129,1.1712164,15.197935509272885,3.366711518795566,0.016760261801286737,Edenhofer,1.57,0,0,0
147441558642852736,Taurus,Taurus_C7,Long2023,Long2023,4.427,NULL,0.9,7.059745241332322,1.000917,15.417193459040611,3.9341822064433107,0.049671117459332545,Edenhofer,2.59,0,0,0
147796013704189440,Taurus,Taurus_C6,Long2023,Long2023,6.948,NULL,0.9,7.780199627122365,1.156347,13.701598397662998,2.907579552135384,0.022023567036864384,Edenhofer,1.57,0,0,0
147799209159857280,Taurus,Taurus_C6,Long2023,Long2023,1.728,NULL,0.9,7.983057873879915,1.212737,15.69535154035631,4.2883029156744685,0.04086451546400615,Edenhofer,1.57,0,0,0
148172179824515968,Taurus,Taurus_C7,Long2023,Long2023,2.919,NULL,0.9,7.333516404965178,1.0207058,18.252153456934945,2.9918004609811555,0.10373921642567087,Edenhofer,2.59,0,0,0
149956519694104704,Hyades,Hyades,Long2023,Long2023,0.451,NULL,1,19.883200887869766,1.0423055,15.712513,3.2000217,0.015863677195959817,Edenhofer,775,0,0,0
154122191294689408,Hyades,Hyades,Long2023,Long2023,3.385,NULL,1,21.346599306523746,1.1037858,14.256348,2.8967543,0.014523599234152676,Edenhofer,775,0,0,0
2076056318950838656,NGC6866,NGC6866,Long2023,Long2023,2.774,0.955,0.955,0.6987960033213441,0.93980306,14.102548695434214,0.5604916438711405,0.039146035791036,Bayestar,735,0,0,0
2076063152230925312,NGC6866,NGC6866,Long2023,Long2023,0.635,0.863,0.863,0.7014399103122725,1.0418555,12.101934050263406,0.1972751053723526,0.03586493396957017,Bayestar,735,0,0,0
2076066145836171648,NGC6866,NGC6866,Long2023,Long2023,6.522,0.606,0.606,0.7498864936297157,1.0343667,14.832704525131703,0.6838554026861763,0.0271538838511726,Bayestar,735,0,0,0
2076297833555597952,NGC6819,NGC6819,Long2023,Long2023,4.881,0.695,0.695,0.3798630689652875,0.96346843,15.351824965773167,0.6754225230219483,0.03956156566565501,Bayestar,2310,0,0,0
2076298795628345088,NGC6819,NGC6819,Long2023,Long2023,17.503,0.855,0.855,0.384817331752086,1.0145524,16.901896050263403,0.8905800853723524,0.06486982146768537,Bayestar,2310,0,0,0
2076300028271316224,NGC6819,NGC6819,Long2023,Long2023,7.838,0.614,0.614,0.3930604438897093,0.95559776,14.476486844258444,0.8693067551061302,0.09548515412905176,Bayestar,2310,0,0,0
145950895754320384,Taurus,Taurus_C5,Long2023,Long2023,2.486,NULL,0.9,6.3156597315795,1.2528921,14.140239872175638,2.9255901181350294,0.07545910441452341,Edenhofer,2.01,0,0,0
148112913570653568,Taurus,Taurus_C7,Long2023,Long2023,1.899,NULL,0.9,7.176913620114149,1.1983398,15.177620499089235,3.521820925885746,0.030477919670520954,Edenhofer,2.59,0,0,0
150908490604475520,Taurus,Taurus_C6,Long2023,Long2023,2.65,NULL,0.9,7.599895486463175,1.1199965,15.758163835865922,3.7678122393062434,0.03356659888443695,Edenhofer,1.57,0,0,0
2075876480082223488,NGC6866,NGC6866,Long2023,Long2023,9.564,0.257,0.257,0.8200287987825788,1.073601,16.76705730513707,1.1570644533860701,0.01815169947416303,Edenhofer,735,0,0,0
2075877712724148224,NGC6866,NGC6866,Long2023,Long2023,0.257,0.57,0.57,0.709312044574208,1.0680301,10.39462901150906,0.28722754675949574,0.03425682090000521,Bayestar,735,0,0,0
2076066420714081664,NGC6866,NGC6866,Long2023,Long2023,8.64,0.657,0.657,0.688710796646142,0.9840905,15.958147525131702,0.9260257426861763,0.09710251046120531,Bayestar,735,0,0,0
2076069444371048448,NGC6866,NGC6866,Long2023,Long2023,3.741,0.804,0.804,0.7097883865005972,0.95556927,14.555238525131703,0.6292117726861762,0.06990087523303008,Bayestar,735,0,0,0
2076297829248112256,NGC6819,NGC6819,Long2023,Long2023,23.153,0.402,0.402,0.36016269696520237,0.9584721,17.682643050263405,1.0483254853723525,0.042306175255158694,Bayestar,2310,0,0,0
2076299100558429568,NGC6819,NGC6819,Long2023;Curtis2020,Meibom2015;Long2023,22.228,0.374,0.374,0.4369689260667936,0.95459354,17.845513881282926,1.057818260671544,0.04863141284066315,Bayestar,2310,0,0,0
144936836795636864,Taurus,Taurus_D4,Long2023,Long2023,5.78,NULL,0.9,6.389817682377511,1.3618585,11.430043147281559,1.5542531533932622,0.045324948071667114,Edenhofer,2.49,0,0,0
145133786815830784,Taurus,Taurus_C5,Long2023,Long2023,0.688,NULL,0.9,6.560027662482536,0.96309364,16.60460492976297,3.816644951827764,0.09022032645915401,Edenhofer,2.01,0,0,0
147469115153030528,Hyades,Hyades,Douglas2019,Douglas2019,1.04,NULL,0.9,19.85397898242993,1.279931,13.494483,2.7255583,0.014607264706811547,Edenhofer,775,0,0,0
147790202612482560,Taurus,Taurus_C6,Long2023,Long2023,7.133,NULL,0.9,7.738930857989555,1.3861378,12.575709588196199,2.348196434632484,0.12625340728582896,Edenhofer,1.57,0,0,0
148017561002336384,Taurus,Taurus_D4,Long2023,Long2023,0.727,NULL,0.9,7.106163724054193,1.1835327,19.429481392371542,3.135106453294609,0.28632834409447266,Edenhofer,2.49,0,0,0
151312419393052032,Hyades,Hyades,Douglas2019;Long2023,Hartman2011,18.02,NULL,0.95,20.925876970803518,1.1030649,12.055849,2.1427555,0.01424060887725308,Edenhofer,775,0,0,0
2075875346210741632,NGC6866,NGC6866,Long2023,Long2023,9.09,0.895,0.895,0.6809494317638258,0.9999053,15.966716041041135,0.8893486570975782,0.11473145008770762,Bayestar,735,0,0,0
2075877884522838400,NGC6866,NGC6866,Long2023,Long2023,0.452,1,1,0.710065805605666,1.133571,11.624307965773166,0.22982202302194832,0.0424212508818762,Bayestar,735,0,0,0
2076065664799867392,NGC6866,NGC6866,Long2023,Long2023,3.435,0.698,0.698,0.662137807022407,1.0171652,14.400203576253414,0.6584951490401267,0.1829961227483835,Bayestar,735,0,0,0
2076069543142253056,NGC6866,NGC6866,Long2023,Long2023,0.449,0.952,0.952,0.6999135598302679,1.319671,12.084224990888357,0.15979686576285368,0.11212083650379588,Bayestar,735,0,0,0
2076294741179177088,NGC6819,NGC6819,Long2023,Long2023,4.382,0.519,0.519,0.4131323193924396,1.0246146,14.708982428231,0.7018082794162274,0.05331482068260488,Bayestar,2310,0,0,0
2076298761268673152,NGC6819,NGC6819,Long2023;Curtis2020,Meibom2015;Long2023,19.2415,0.638,0.638,0.3392460534044087,1.0574731,16.746566326820016,0.8799855729742287,0.17690352402592902,Bayestar,2310,0,0,0
2076299001786815104,NGC6819,NGC6819,Long2023,Long2023,5.554,0.59,0.59,0.3927805591731861,0.9408482,14.698956160962194,0.8602601205036581,0.06516610164887715,Bayestar,2310,0,0,0
2076299654621834112,NGC6819,NGC6819,Long2023,Long2023,32.066,0.884,0.884,0.3851816217600486,0.9379098,13.726095160962194,1.2309238205036581,0.03107368538315662,Bayestar,2310,1,0,0
145203811962545152,Taurus,Taurus_C5,Long2023,Long2023,6.499,NULL,0.9,6.214631502939192,1.127712,12.784302957189237,2.185435541342402,0.06004964437925482,Edenhofer,2.01,0,0,0
145213295250374016,Taurus,Taurus_C5,Long2023,Long2023,0.853,NULL,0.9,6.288510942779713,1.1808641,14.131240590629105,3.2292662054877317,0.13529526948202955,Edenhofer,2.01,0,0,0
148400156688543104,Taurus,Taurus_C7,Long2023,Long2023,2.962,NULL,0.9,7.18027417851355,1.3071208,17.69832807744181,4.981088233185636,0.18510138640619872,Edenhofer,2.59,0,0,0
2075875586728894208,NGC6866,NGC6866,Long2023,Long2023,5.729,1,1,0.7280059425508522,1.0419186,14.421425047868608,0.6007037207474469,0.1007415177267383,Bayestar,735,0,0,0
2075877476514590720,NGC6866,NGC6866,Long2023,Long2023,11.537,0.644,0.644,0.7198702565475669,0.9400137,12.1924794889369,0.3122842038921928,0.033483390550222376,Bayestar,735,0,0,0
2076061679069966080,NGC6866,NGC6866,Long2023,Long2023,7.375,0.816,0.816,0.7123529578695726,1.0078106,15.435702575071453,0.804233823896718,0.058573471834743804,Bayestar,735,0,0,0
2076296935894866304,NGC6819,NGC6819,Long2023,Long2023,2.116,0.982,0.982,0.410841643641935,1.082108,14.579936881282926,0.6847522606715442,0.05242159320852758,Bayestar,2310,0,0,0
2076297867915351040,NGC6819,NGC6819,Long2023;Curtis2020,Meibom2015;Long2023,20.863,0.583,0.583,0.3980721067241113,1.0496241,17.332724050263405,1.0325974853723525,0.04597528335091507,Bayestar,2310,0,0,0
2076300032578958464,NGC6819,NGC6819,Long2023,Long2023,19.402,0.923,0.923,0.4081167384022949,1.0014979,13.540461,1.3390865,0.014166733055107588,Bayestar,2310,1,0,0
2076300032578972800,NGC6819,NGC6819,Long2023,Long2023,18.182,0.822,0.822,0.3766278068543927,1.0014358,14.72931290439403,0.806235441463542,0.143069099148547,Bayestar,2310,0,0,0
117709729140216320,Pleiades,Pleiades,Long2023,Hartman2010,6.484,NULL,0.958,6.559600382464983,0.9201085,11.68104796960713,1.0232936298450503,0.01674428844360844,Edenhofer,97,0,0,0
145210099794710272,Taurus,Taurus_C5,Long2023,Long2023,4.974,NULL,0.9,6.2885702878805105,1.0950434,13.510906565968622,2.479499211970901,0.07733745295113556,Edenhofer,2.01,0,0,0
145494460991086976,Taurus,Taurus_D4,Long2023,Long2023,1.873,NULL,0.9,6.270862005068,1.02347,15.623007974376996,3.830092478729657,0.03454732871607937,Edenhofer,2.49,0,0,0
145664777917536512,Hyades,Hyades,Long2023,Long2023,13.01,NULL,1,22.01025458755164,1.0518627,10.500138,1.5751286,0.01422942507608068,Edenhofer,775,0,0,0
146592838746224384,Hyades,Hyades,Douglas2019,Douglas2019,21.78,NULL,0.9,18.571141639240416,1.1851923,13.738723,2.7130642,0.014430197747887273,Edenhofer,775,0,0,0
147258180719392512,Hyades,Hyades,Douglas2019,Douglas2019,0.66,NULL,0.9,24.010278419536085,1.0098073,16.816654,3.9253502,0.04283166978957213,Edenhofer,775,0,0,0
147831571737487488,Taurus,Taurus_C6,Long2023,Long2023,2.74,NULL,0.9,7.696198875396444,1.0466402,11.630825136282445,1.8017337452276936,0.020759708953653793,Edenhofer,1.57,0,0,0
2075877888831466112,NGC6866,NGC6866,Long2023,Long2023,1.433,0.483,0.483,0.6537596326959735,1.2090663,11.699269287697554,0.15168109402926444,0.0321199190484051,Bayestar,735,0,0,0
2076065493001162240,NGC6866,NGC6866,Long2023,Long2023,7.207,0.945,0.945,0.68886037997821,1.230139,15.379292965773166,0.8246134230219484,0.12823708653755853,Bayestar,735,0,0,0
2076078824579711360,NGC6866,NGC6866,Long2023,Long2023,2.418,NULL,0.97,0.6947819866020094,1.0072603,14.293006913401843,0.6167089025791646,0.06723368305311664,Bayestar,735,0,0,0
2076298653881725824,NGC6819,NGC6819,Long2023,Long2023,22.337,0.776,0.776,0.3720225670586874,1.0249945,17.305355965773163,1.0297955230219482,0.057573762941746945,Bayestar,2310,0,0,0
2076299379743863936,NGC6819,NGC6819,Long2023,Long2023,2.89,0.475,0.475,0.4040716618238721,1.0117452,14.894846643848776,0.7474933420146321,0.09302900911865508,Bayestar,2310,0,0,0
144833998098820992,Hyades,Hyades,Long2023,Long2023,0.514,NULL,1,23.188155291194597,0.9996131,15.108836,3.1361666,0.016289983119873796,Edenhofer,775,0,0,0
145668974102570624,Hyades,Hyades,Douglas2019,Douglas2019,21.94,NULL,0.9,23.274540571266844,1.1722838,13.819638,2.8482285,0.015023171873388738,Edenhofer,775,0,0,0
146366442430208640,Taurus,Taurus_C6,Long2023,Long2023,2.383,NULL,0.9,7.651530693531632,1.1276284,16.70869707474052,4.3683313965371795,0.11777300237917086,Edenhofer,1.57,0,0,0
147786354323787008,Taurus,Taurus_C6,Long2023,Long2023,0.711,NULL,0.9,7.542953429276643,0.960007,18.432178594327578,4.226907404381861,0.16684880869041174,Edenhofer,1.57,0,0,0
151037064744973696,Taurus,Taurus_D4,Long2023,Long2023,1.464,NULL,0.9,6.505137379489538,1.2645024,13.549800183195234,3.1405395132568215,0.05272802231922072,Edenhofer,2.49,0,0,0
2075875307544319616,NGC6866,NGC6866,Long2023,Long2023,10.766,0.961,0.961,0.7058498149287523,0.99694246,16.104251118717073,0.9556245393284558,0.11374813766471495,Bayestar,735,0,0,0
2075875655448388736,NGC6866,NGC6866,Long2023,Long2023,8.479,0.827,0.827,0.7491525739600107,1.0072614,15.155412118717074,0.7348537393284559,0.06627758411626501,Bayestar,735,0,0,0
2075876617521142016,NGC6866,NGC6866,Long2023,Long2023,9.653,0.541,0.541,0.735036197827276,0.9699387,16.599095118717074,1.0618410393284559,0.04301008550904757,Bayestar,735,0,0,0
2076065557415496704,NGC6866,NGC6866,Long2023,Long2023,5.687,0.388,0.388,0.713033388304789,1.0069348,12.183440965773165,0.3470867730219483,0.042867079027715915,Bayestar,735,0,0,0
2076067176628208768,NGC6866,NGC6866,Long2023,Long2023,8.986,0.606,0.606,0.7072400842117778,0.94008887,15.627676784747363,0.8513943055775166,0.1373293923766832,Bayestar,735,0,0,0
2076296115568643712,NGC6819,NGC6819,Long2023,Long2023,11.477,1,1,0.4211062307115355,1.0121279,14.708651171902716,0.7128126769275307,0.05190633108593725,Bayestar,2310,0,0,0
2076384007778360576,NGC6819,NGC6819,Curtis2020,Meibom2015,4.9,NULL,0.9,0.4214017716922889,1.0174594,15.300454356151223,0.6672556179853677,0.04735473514592836,Bayestar,2310,0,0,0
2076389672824738560,NGC6819,NGC6819,Long2023,Long2023,21.358,0.393,0.393,0.30870867998052137,1.0013036,18.028831645211696,1.1427461720816612,0.056786059052282845,Bayestar,2310,0,0,0
144171233106399104,Hyades,Hyades,Long2023,Long2023,9.164,NULL,1,21.744518140089493,0.9009007,8.404495,0.90096426,0.014186536739884337,Edenhofer,775,0,0,0
145325548516513280,Hyades,Hyades,Long2023,Long2023,9.161,NULL,1,20.00193546862534,1.0492755,8.648896,0.9090738,0.014180591658158449,Edenhofer,775,0,0,0
146709146460303744,Taurus,Taurus_C6,Long2023,Long2023,0.664,NULL,0.9,8.049492490544827,1.1197935,16.24695412396936,3.894051892141123,0.028499637281216763,Edenhofer,1.57,0,0,0
146989143968434688,Hyades,Hyades,Long2023;Douglas2019,Long2023;Douglas2019,16.1945,NULL,0.95,21.640743755077573,1.059193,11.510047,1.964818,0.014188268192918099,Edenhofer,775,0,0,0
149005270337201792,Hyades,Hyades,Long2023;Douglas2019,Long2023;KundertCargileASAS,8.38,NULL,0.95,22.029915087904776,0.9932552,7.896926,0.8128853,0.01421891817582625,Edenhofer,775,0,0,0
2075873525144721536,NGC6866,NGC6866,Long2023,Long2023,9.031,0.296,0.296,0.752105054951623,1.0380446,16.858978486048382,1.1635252255234247,0.016838383119055767,Edenhofer,735,0,0,0
2075875552369147904,NGC6866,NGC6866,Long2023,Long2023,12.53,0.661,0.661,0.7126595351001856,1.1042849,12.208811621951462,0.16615392539411064,0.10409063574194725,Bayestar,735,0,0,0
2075877785752234752,NGC6866,NGC6866,Long2023,Long2023,0.457,0.828,0.828,0.6971755317887092,0.9955662,11.278908287697554,0.24216476402926446,0.03465688784445168,Bayestar,735,0,0,0
2076064874525839744,NGC6866,NGC6866,Long2023,Long2023,0.461,0.564,0.564,0.7127852008502134,0.9442755,13.574684287697554,0.45454230402926443,0.04556345143271402,Bayestar,735,0,0,0
2076297661756920192,NGC6819,NGC6819,Long2023,Long2023,5.989,1,1,0.3950623193436014,0.9749426,14.389133881282925,0.7563007206715441,0.03672885025093189,Bayestar,2310,0,0,0
2076299723341303936,NGC6819,NGC6819,Long2023,Long2023,9.858,0.523,0.523,0.3267621678044933,0.94148946,14.86608652101159,0.7085779058020114,0.13835729774626374,Bayestar,2310,0,0,0
2076299792060818560,NGC6819,NGC6819,Long2023,Long2023,13.773,0.459,0.459,0.4222806884562415,1.0266109,14.985826160962194,0.8394052205036582,0.019078040395706417,Bayestar,2310,0,0,0
2076299826420536320,NGC6819,NGC6819,Long2023,Long2023,3.011,1,1,0.3870356959961799,0.92131096,11.035914160962195,1.7985069205036581,0.020026366467446193,Bayestar,2310,1,0,0
2076299895139969536,NGC6819,NGC6819,Long2023,Long2023,2.925,0.624,0.624,0.3702703462943921,1.0186108,14.940480050263405,0.6675633853723526,0.08488336749814467,Bayestar,2310,0,0,0
2076485815679780096,NGC6819,NGC6819,Long2023,Long2023,3.974,0.464,0.464,0.41569586471193,0.9921402,15.196013145567656,0.6577399976165295,0.03810066757129038,Bayestar,2310,0,0,0
2076487185762452096,NGC6819,NGC6819,Long2023;Curtis2020,Meibom2015;Long2023,4.996,0.948,0.948,0.38399653466250566,1.0023212,15.034611080481097,0.765972210251829,0.11866374262287839,Bayestar,2310,0,0,0
2076488049062939648,NGC6819,NGC6819,Long2023,Long2023,4.312,0.923,0.923,0.4207408916637495,0.9360917,15.192350916536808,0.7001434947144507,0.03750729695218102,Bayestar,2310,0,0,0
2076488255221259008,NGC6819,NGC6819,Long2023,Long2023,18.156,0.464,0.464,0.37203787223090323,1.2935356,16.245374746599435,0.8319330017054081,0.04842236089383796,Bayestar,2310,0,0,0
2076581743764276096,NGC6819,NGC6819,Long2023,Long2023,21.587,0.559,0.559,0.4354086950658665,0.93066025,18.031140104566038,1.163304791109979,0.0712323349063949,Bayestar,2310,0,0,0
2081881355448238720,NGC6866,NGC6866,Long2023,Long2023,26.45,0.705,0.705,0.6979900230030562,1.0941366,12.042478219243884,0.15599451007316112,0.035786347045882565,Bayestar,735,0,0,0
2082073224533062656,NGC6866,NGC6866,Long2023,Long2023,0.942,1,1,0.7264067218098709,0.95498025,11.554785,0.14040831999999992,0.07820397608624069,Bayestar,735,0,0,0
2128018963596952832,NGC6811,NGC6811,Long2023;Curtis2020;GodoyRivera2021,Santos2021;Curtis2019a;Santos2021,2.491235,0.873,0.873,0.8970629564949977,1.0221553,13.773895095248433,0.6086291171579242,0.015932341639894702,Edenhofer,1004,0,0,0
2128112009767272704,NGC6811,NGC6811,Long2023,Long2023,0.668,0.526,0.526,0.8444572480110761,1.0226333,11.238361309268301,0.28768157620761575,0.015005813758547952,Edenhofer,1004,0,0,0
2128119190952918016,NGC6811,NGC6811,GodoyRivera2021;Curtis2020,Santos2021;Curtis2019a,4.980848,0.527,0.527,0.8866266511880044,1.4015173,14.207750475086927,0.7051123988731313,0.01516634468193044,Edenhofer,1004,0,0,0
2128121561774914304,NGC6811,NGC6811,Long2023;Curtis2020;GodoyRivera2021,Santos2021;Curtis2019a;Santos2021,10.396832,1,1,0.9310922883609676,1.0231999,15.997926726686082,1.0314229277837152,0.01772846323313199,Edenhofer,1004,0,0,0
2128123103663065984,NGC6811,NGC6811,Long2023,Long2023,14.044,0.577,0.577,0.889923118855361,1.0295302,18.01984946164727,1.8111909961474288,0.03594710548405222,Edenhofer,1004,0,0,0
2128132075854975232,NGC6811,NGC6811,GodoyRivera2021,Santos2021,3.02187,0.572,0.572,0.9313900700071452,1.0461097,14.352804498901463,0.757781169893922,0.014755495357300401,Edenhofer,1004,0,0,0
2128132243353007232,NGC6811,NGC6811,Long2023,Long2023,1.017,0.638,0.638,0.9020786605448842,0.9515956,11.167716495588945,0.5213081716327432,0.01516138929574903,Edenhofer,1004,0,0,0
2128132243353381632,NGC6811,NGC6811,GodoyRivera2021,Santos2019,12.42654,0.327,0.327,0.8233904789471649,1.1847525,17.848143717027504,1.969372423868643,0.02946252661423643,Edenhofer,1004,0,0,0
2128132586950838912,NGC6811,NGC6811,Long2023;Curtis2020;GodoyRivera2021,Santos2021;Curtis2019a;Santos2021,11.914615,0.545,0.545,0.9701290922891972,1.0442128,15.885432818916222,1.018226573653231,0.015889321293645033,Edenhofer,1004,0,0,0
2128135649267419904,NGC6811,NGC6811,Long2023;Curtis2020;GodoyRivera2021,Santos2021;Curtis2019a;Santos2021,11.126326,0.91,0.91,0.9024289464957463,1.0369631,16.320691057989556,1.118166865588957,0.015831206972698773,Edenhofer,1004,0,0,0
2128145098195807872,NGC6811,NGC6811,Long2023;Curtis2020;GodoyRivera2021,Santos2021;Curtis2019a;Santos2021,5.223449,0.497,0.497,0.9444171065570988,0.9704424,14.09629642063582,0.6797166677726161,0.0148513415505248,Edenhofer,1004,0,0,0
2128145166915272832,NGC6811,NGC6811,Long2023,Long2023,0.879,0.762,0.762,0.9102431543027825,1.0117481,13.180070055650287,0.5038247459867788,0.014769639906087517,Edenhofer,1004,0,0,0
2128153619411014400,NGC6811,NGC6811,Long2023;Curtis2020;GodoyRivera2021,Santos2019;Curtis2019a;Santos2019,13.134288,0.467,0.467,0.990333270039082,1.0523677,17.44523482229598,1.5359648463982771,0.021837817479301868,Edenhofer,1004,0,0,0
2128158910811242496,NGC6811,NGC6811,Long2023;Curtis2020;GodoyRivera2021,Santos2019;Curtis2019a;Santos2019,11.23138,0.589,0.589,0.9624839995107028,1.1483172,16.484230820811362,1.1811269106401685,0.01975466968073005,Edenhofer,1004,0,0,0
2128161934468480512,NGC6811,NGC6811,GodoyRivera2021,Santos2019,13.31405,0.748,0.748,0.9392604845898612,1.1199155,16.598472166311677,1.4739014530883696,0.018160447110804404,Edenhofer,1004,0,0,0
2076393869015202304,NGC6819,NGC6819,Long2023,Long2023,21.263,0.411,0.411,0.5077207960802859,1.0533034,17.334151482886583,1.060964961510974,0.036567571447541136,Bayestar,2310,0,0,0
2076485845732619904,NGC6819,NGC6819,Long2023,Long2023,23.387,0.508,0.508,0.38735959037889317,1.0091107,17.259529898619416,0.9360939555510998,0.046946818725492105,Bayestar,2310,0,0,0
2076487155709634688,NGC6819,NGC6819,Long2023;Curtis2020,Meibom2015;Long2023,18.369,0.689,0.689,0.38706989975454253,0.97994584,16.756692881282923,0.8724639606715441,0.04962633020358967,Bayestar,2310,0,0,0
2076487632439087616,NGC6819,NGC6819,Long2023,Long2023,7.712,0.822,0.822,0.3930082961278643,1.0038378,15.001821080481099,0.820675920251829,0.09656405853824408,Bayestar,2310,0,0,0
2076488770617425280,NGC6819,NGC6819,Long2023,Long2023,22.256,0.464,0.464,0.3958820533047668,1.118649,17.477098643848777,1.0202050820146322,0.044920097302091656,Bayestar,2310,0,0,0
2081882665426083712,NGC6866,NGC6866,Long2023,Long2023,10.802,0.651,0.651,0.763426010403489,0.94427264,17.300938744632944,1.2951681390790941,0.02262384778327014,Edenhofer,735,0,0,0
2082071399161235328,NGC6866,NGC6866,Long2023,Long2023,11.02,0.531,0.531,0.7008179028894256,1.0218482,17.1486415251317,1.218411842686176,0.04120872408940631,Bayestar,735,0,0,0
