GaiaDR3_ID,cluster,subgroup,data_catalog,Prot_source,Prot,mem_prob_hdbscan,mem_prob_source,dr3_parallax_zpt_corrected,dr3_ruwe,G_0,BPRP_0,e_BPRP_0,dustmap,fiducial_age_Myr,cmd_exclude,dered_exclude,phot_exclude
458374272941149824,HPer,HPer,Moraux2013,Moraux2013,5.41,0.484,0.484,0.5881262847513503,1.031363,19.601289389231702,1.7013386792809801,0.265903437399135,Bayestar,15,0,0,0
458374616538077440,HPer,HPer,Moraux2013,Moraux2013,3.36,0.312,0.312,0.13492453705483048,0.9852433,17.041002374160172,1.247797348704881,0.09775155949857069,Bayestar,15,0,0,0
458374955831279488,HPer,HPer,Moraux2013,Moraux2013,2.2,NULL,0.84,0.8411404674571131,1.0612881,18.01157758315166,1.6130034388360388,0.057820856968081695,Bayestar,15,0,0,0
458375887845001472,HPer,HPer,Moraux2013,Moraux2013,11.4,NULL,0.84,NULL,NULL,20.293873229541017,1.7582182304188092,0.5054892247087389,Bayestar,15,0,0,0
458377876408804992,HPer,HPer,Moraux2013,Moraux2013,8.26,0.756,0.756,0.3966068870949637,0.95998645,17.2916144713877,1.3206179805869716,0.21467376752893685,Bayestar,15,0,0,0
458377983786977920,HPer,HPer,Moraux2013,Moraux2013,3.25,NULL,0.7,0.8866222350099948,1.0689276,19.70772755935854,2.066132119664228,0.4632526912670885,Bayestar,15,0,0,0
458378052507957632,HPer,HPer,Moraux2013,Moraux2013,5.38,0.309,0.309,0.3765167701117664,1.0301728,16.950195251317023,1.254076826861763,0.06763145688401356,Bayestar,15,0,0,0
458378567904707840,HPer,HPer,Moraux2013,Moraux2013,0.437,NULL,0.84,4.179500853301886,1.1584294,19.937492178738204,1.6636814773369812,0.28220818738131304,Bayestar,15,0,0,0
458378602268069120,HPer,HPer,Moraux2013,Moraux2013,2.66,0.383,0.383,0.3124710614831191,1.0497243,17.15629672618532,1.2947705841755868,0.10714184686066563,Bayestar,15,0,0,0
458378808420093056,HPer,HPer,Moraux2013,Moraux2013,4.88,NULL,0.84,0.5735617790418696,1.0636288,18.600098913921734,1.7359683554495247,0.09221748968053546,Bayestar,15,0,0,0
458379461258102784,HPer,HPer,Moraux2013,Moraux2013,0.535,NULL,0.84,-0.6430811390926082,1.2290955,19.93005972618532,1.199298184175587,0.2825039294071562,Bayestar,15,0,0,0
458380212871167616,HPer,HPer,Moraux2013,Moraux2013,0.707,NULL,0.84,0.5837647025441111,1.0191047,18.56507688211544,1.6109901413354577,0.09651209259417833,Bayestar,15,0,0,0
458380217175287936,HPer,HPer,Moraux2013,Moraux2013,1.53,0.693,0.693,0.4871980470763344,0.99139655,16.52971798122549,1.1491768207175252,0.09825486068874667,Bayestar,15,0,0,0
458471133042566144,HPer,HPer,Moraux2013,Moraux2013,0.617,0.667,0.667,0.4314356165081429,1.0285647,16.107499525131704,1.1211558426861763,0.049794366334940596,Bayestar,15,0,0,0
458567817039597952,HPer,HPer,Moraux2013,Moraux2013,1.51,NULL,0.84,0.4743281893365366,1.0266305,18.27244399388586,1.7136609654941188,0.05241246248108692,Bayestar,15,0,0,0
50248991357476736,Hyades,Hyades,Long2023;Douglas2019,Long2023;Douglas2016,0.8,NULL,0.948,18.609576287530498,1.1715671,15.043557,3.06038,0.015007731843009964,Edenhofer,775,0,0,0
51750748145042176,Pleiades,Pleiades,Long2023,Long2023,0.415,0.362,0.362,7.782354788027018,0.9937293,17.55074076812095,3.2922879365449336,0.06251104768690478,Edenhofer,97,0,0,0
5239525196750143616,IC2602,IC2602,Douglas2024,Douglas2024,0.31,0.764,0.764,6.564315590037644,0.79337126,11.711187680072229,1.1977603986943357,0.02078833566336099,Edenhofer,37,0,0,0
5239679819895781888,IC2602,IC2602,Douglas2024,Douglas2024,0.69,0.643,0.643,6.6724810941805375,0.9824953,15.702200917616716,2.858758515431818,0.01645702296461445,Edenhofer,37,0,0,0
5239734932919731456,IC2602,IC2602,Douglas2024,Douglas2024,0.55,0.707,0.707,6.617720920125411,0.9307373,6.681936290233665,-0.1032463378498056,0.01604282454738625,Edenhofer,37,0,0,0
5239748023979938432,IC2602,IC2602,Douglas2024,Douglas2024,2.81,0.53,0.53,6.374415730539064,1.1002036,14.5996055828552,2.3770856903918847,0.01586224943717419,Edenhofer,37,0,0,0
5239812242334766848,IC2602,IC2602,Douglas2024,Douglas2024,0.94,0.574,0.574,6.783706459372374,0.9666127,16.48559887287715,3.064770388971183,0.018874328084763074,Edenhofer,37,0,0,0
5241344407477881728,IC2602,IC2602,Douglas2024,Douglas2024,1.25,0.67,0.67,6.538412492983698,1.0286045,15.75241626823811,2.8841596009915578,0.02088025585815421,Edenhofer,37,0,0,0
5241350287303624832,IC2602,IC2602,Douglas2024,Douglas2024,0.2,0.731,0.731,6.6251899705027,0.9601615,12.205555237400736,1.4513919723022857,0.019036861876351525,Edenhofer,37,0,0,0
5289878950950802688,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,11.965,0.579,0.579,2.5284047496128617,1.0200633,16.262829216241432,1.9165229303012812,0.01996395784758461,Edenhofer,263,0,0,0
5289893828717390720,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,2.315,0.274,0.274,2.25646474074226,2.7630305,15.485775415926657,1.8936874927474137,0.017199465817229163,Edenhofer,263,0,0,0
5289992711745928320,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,0.749,0.643,0.643,2.5299297653523785,1.0684558,18.330421905656948,2.591915563544132,0.08624405892253398,Edenhofer,263,0,0,0
5290649120187479424,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,0.32,0.42,0.42,2.16041031882047,0.99992937,19.26796320851273,2.8824424568007077,0.11053683173237638,Edenhofer,263,0,0,0
5290658328599099136,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,1.59,0.47,0.47,2.2321915273118718,1.0771794,17.808440688980397,2.55898300601889,0.05200442824200019,Edenhofer,263,0,0,0
5290666338717229568,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,0.681,0.705,0.705,2.4632693360625804,1.0332094,18.423696100996892,2.895819463512949,0.07650966921225792,Edenhofer,263,0,0,0
5290668709539195648,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,0.362,NULL,0.95,2.2822784040573363,1.06988,19.08664879952394,2.8127107784580327,0.10151078651601535,Edenhofer,263,0,0,0
5290698018395284864,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,1.03,0.894,0.894,2.458497770770256,0.9299259,17.099564743818515,2.5687826200216044,0.025021457554315493,Edenhofer,263,0,0,0
5290731205604706560,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,0.872,0.754,0.754,2.4811650611532823,0.95710355,18.38743838960676,2.772307989489978,0.05683268055268534,Edenhofer,263,0,0,0
5290752993974830208,NGC2516,NGC2516,GodoyRivera2021,Irwin2007b,0.301,0.28,0.28,2.311641148849512,1.1490768,20.3024034871993,2.4030138732741566,0.21546191013850666,Bayestar,263,0,0,0
5290760965437190528,NGC2516,NGC2516,GodoyRivera2021;Fritzewski2020,Irwin2007b;Fritzewski2020,1.758667,0.876,0.876,2.5207216180240253,1.0207797,17.69065507301929,2.453380382201479,0.03302831178575012,Edenhofer,263,0,0,0
5290764190951339264,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,1.048,0.507,0.507,2.3667241025535537,1.0548505,17.904609398763384,2.7815690726099853,0.047865059553662055,Edenhofer,263,0,0,0
5290785287831840000,NGC2516,NGC2516,Fritzewski2020;GodoyRivera2021,Irwin2007b,0.542,0.287,0.287,2.793498061384373,0.89606875,18.969680239950385,2.815345815081761,0.07901018331328445,Edenhofer,263,0,0,0
5317886329617953536,IC2391,IC2391,Douglas2024,Douglas2024,0.17,0.674,0.674,6.755506720682233,1.2389278,16.48605192716799,3.285497156172852,0.022804418536076433,Edenhofer,37,0,0,0
5318096125872352768,IC2391,IC2391,Douglas2024,Douglas2024,1.35,0.291,0.291,6.459716919217498,1.3518342,10.303160263362518,0.783795160872902,0.014697302205078096,Edenhofer,37,0,0,0
5318496764728574848,IC2391,IC2391,Douglas2024,Douglas2024,3.43,0.38,0.38,6.613447403235506,1.9169012,9.506666925659419,0.6348741581715337,0.014368050635741723,Edenhofer,37,0,0,0
5318543425255007872,IC2391,IC2391,Douglas2024,Douglas2024,0.36,1,1,6.505251817896131,0.78225774,5.527709164407034,-0.1642998545245813,0.01440042846380985,Edenhofer,37,0,0,0
5321154967220812032,IC2391,IC2391,Douglas2024,Douglas2024,0.21,0.953,0.953,6.570253983700208,0.94355565,12.153859160016056,1.3362379244443996,0.01487317084406341,Edenhofer,37,0,0,0
5338714683316594304,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,4.7277,0.936,0.936,2.10927793238863,0.9159342,13.13005351298551,0.8017239921711233,0.014902220700669143,Edenhofer,398,0,0,0
5340145427158100864,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,5.4398,0.792,0.792,2.115501953022412,0.98499674,14.8515705469764,1.239085740179028,0.015678334113387267,Edenhofer,398,0,0,0
5340152848862460928,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,5.8337,0.909,0.909,2.1294460360992615,0.9724734,13.215618357305361,0.8235285585768242,0.014418196838044328,Edenhofer,398,0,0,0
5340157521786915968,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,8.3381,0.371,0.371,1.936039493203917,0.9120063,14.62719258351817,1.099181460700893,0.014454413334723389,Edenhofer,398,0,0,0
53563915834929024,Pleiades,Pleiades,Long2023;GodoyRivera2021,Rebull2016;Long2023,5.2164,NULL,0.965,6.625484142581308,0.982707,15.728786488133053,2.634470259314259,0.024096277633506396,Edenhofer,97,0,0,0
5513527793663018880,NGC2547,NGC2547,Douglas2024,Douglas2024,1.39,1,1,2.598136785979552,0.9925734,12.589975177623126,0.8145027411892914,0.016825573637064467,Edenhofer,32,0,0,0
5514293809670338944,NGC2547,NGC2547,Douglas2024,Douglas2024,0.68,1,1,2.691317013815546,0.99267215,16.819275395129722,2.9252390623429347,0.025613000536114056,Edenhofer,32,0,0,0
5514351667170003584,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,0.284,0.886,0.886,2.688152282584401,0.987204,17.597190193876315,2.8214539558566765,0.04471581587799378,Edenhofer,32,0,0,0
5514351701529756672,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,0.886,0.315,0.315,2.9361040568856307,0.97298384,18.89936922593936,3.2174123083814403,0.10470771440558743,Edenhofer,32,0,0,0
5514352908421767168,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,2.333,0.529,0.529,2.562403806975882,1.0044999,16.102407006417195,2.2449862626746526,0.020039525157668527,Edenhofer,32,0,0,0
5514361532716171776,NGC2547,NGC2547,Douglas2024,Douglas2024,5.04,0.974,0.974,2.6037560174698937,0.95251906,10.082250725646643,0.5841834709658603,0.014920791175091567,Edenhofer,32,0,0,0
5514368400364017408,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,0.456,NULL,0.939,2.850316350821949,1.0569837,19.33141487168978,2.8506614049529526,0.09340579223315286,Edenhofer,32,0,0,0
5514550506977203328,NGC2547,NGC2547,Douglas2024,Douglas2024,0.82,0.428,0.428,2.5373286159667012,1.2020336,16.588169720556564,2.6686062786943743,0.02344431021004051,Edenhofer,32,0,0,0
5514552710300185088,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,0.921,0.974,0.974,2.5961338633300506,1.0478761,17.427186401163837,2.7716250718386113,0.047152676650291624,Edenhofer,32,0,0,0
5514566209375082368,NGC2547,NGC2547,Douglas2024,Douglas2024,1.98,1,1,2.639778721524635,0.94345355,12.207170986266867,0.7269113146111739,0.0151049731506434,Edenhofer,32,0,0,0
5514573257423361920,NGC2547,NGC2547,Douglas2024,Douglas2024,0.43,0.964,0.964,2.5848599189486925,0.9942686,16.68001970963295,2.5209451263351177,0.02163684619849019,Edenhofer,32,0,0,0
5536905369372496512,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.55,0.531,0.531,5.428116627432805,1.1004312,17.116600151305395,3.1529601772992764,0.02829501175723113,Edenhofer,45,0,0,0
5537621735560202752,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.76,0.773,0.773,5.208479802575865,1.0277542,16.259505930396088,2.682822416037496,0.018769958121849773,Edenhofer,45,0,0,0
5538422248745785216,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.36,0.805,0.805,5.228937811794511,1.0176281,14.0041089777447,1.8096481101502675,0.017502149538538278,Edenhofer,45,0,0,0
5538729734043145600,NGC2451A,NGC2451A,Douglas2024,Douglas2024,3.36,1,1,5.275006357424206,1.0777235,15.711035193059871,2.581122262273418,0.017158578627485262,Edenhofer,45,0,0,0
5539234409882580736,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.58,0.408,0.408,5.5653933291894955,0.8825497,12.778702795350442,1.3308187558678481,0.017439346787832495,Edenhofer,45,0,0,0
5539357967499516288,NGC2451A,NGC2451A,Douglas2024,Douglas2024,1.26,0.395,0.395,5.102876377662921,0.95554394,13.871519465327427,1.7121123307734187,0.014925519705374785,Edenhofer,45,0,0,0
5565505762752871168,Collinder135,Collinder135,Douglas2024,Douglas2024,0.58,0.942,0.942,3.659275720016446,0.9598977,10.463193629871945,0.5573346469418415,0.014412727103598443,Edenhofer,26,0,0,0
5566086098733530368,Collinder135,Collinder135,Douglas2024,Douglas2024,4.44,1,1,3.3892336076322103,0.9681719,12.779930007851993,0.9556839785080775,0.015437600700124806,Edenhofer,26,0,0,0
5566275523971116032,Collinder135,Collinder135,Douglas2024,Douglas2024,3.91,0.916,0.916,3.643191345886934,1.031569,14.27789457005641,1.6607597079002505,0.01631141247462801,Edenhofer,26,0,0,0
5585246566320882688,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.32,0.631,0.631,5.095976025129431,1.6898452,16.89253229480551,3.30192614556993,0.024696746141167115,Edenhofer,45,0,0,0
5585632494898991232,Collinder135,Collinder135,Douglas2024,Douglas2024,1.88,0.9,0.9,3.251754581080089,0.94453675,14.634079249896203,1.714710535243513,0.02511519624882587,Edenhofer,26,0,0,0
5586507328199028352,Collinder135,Collinder135,Douglas2024,Douglas2024,3.95,0.577,0.577,2.674019827682799,2.2227798,12.778958507916483,0.9667229061717456,0.01795170913968279,Edenhofer,26,0,0,0
5586837280468301440,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.36,0.587,0.587,5.074680676431009,2.520856,15.62353290040467,2.886573756358846,0.016539739643393572,Edenhofer,45,0,0,0
5587015405651719296,NGC2451A,NGC2451A,Douglas2024,Douglas2024,1.02,0.664,0.664,5.1750635530292595,1.6968725,13.427652514421023,1.5164345147729816,0.014743622797793395,Edenhofer,45,0,0,0
5589103000273248128,Collinder135,Collinder135,Douglas2024,Douglas2024,1.45,1,1,3.372707902690013,0.95461386,16.48575856384221,2.6304251377272903,0.02357344799981496,Edenhofer,26,0,0,0
5589633686432810880,Collinder135,Collinder135,Douglas2024,Douglas2024,0.28,0.613,0.613,2.931984954544176,1.1123445,16.641402356942326,3.100229404837999,0.024528466197462313,Edenhofer,26,0,0,0
5589655436147348736,Collinder135,Collinder135,Douglas2024,Douglas2024,0.73,0.674,0.674,3.483250346869476,1.0255394,16.81860526146798,2.7504622272322896,0.02350302968684605,Edenhofer,26,0,0,0
5590110217344268416,Collinder135,Collinder135,Douglas2024,Douglas2024,2.73,0.517,0.517,3.2348365859647994,1.6235025,12.167337332429247,0.857805987443953,0.01646871125507976,Edenhofer,26,0,0,0
5591318825443604352,Collinder135,Collinder135,Douglas2024,Douglas2024,2.89,0.44,0.44,2.5250282764829333,1.1079077,16.883575761325947,2.868943992937409,0.023985765423071886,Edenhofer,26,0,0,0
598883642685066368,M67,M67,Dungee2022,Dungee2022,48.7,0.244,0.244,0.869649120394173,0.98787355,18.912765229359547,2.097697775317483,0.07604271850538488,Bayestar,3870,0,0,0
598887216100088192,M67,M67,Dungee2022,Dungee2022,130,0.11,0.11,1.2635215754801397,1.0743754,20.396813038332507,2.1385552228533906,0.12164465814867233,Bayestar,3870,0,0,0
598902437462030336,M67,M67,Long2023,Long2023,24.424,0.855,0.855,1.1671341992742288,1.0153893,17.34149081926859,1.8036510432926833,0.02113817236990333,Edenhofer,3870,0,0,0
598903674412626432,M67,M67,Dungee2022,Dungee2022,18.8,0.429,0.429,1.074233800632223,1.0405759,17.925968712213944,1.9978930131107202,0.03063106925559785,Edenhofer,3870,0,0,0
598907179105947520,M67,M67,Dungee2022;Long2023,Dungee2022,41.8,0.26,0.26,1.221743237170726,1.0490773,19.155098561588098,2.3636024617691826,0.06829276231277535,Bayestar,3870,0,0,0
598977547849690496,M67,M67,Dungee2022;Long2023,Dungee2022,49.9,NULL,0.995,1.0625191550808577,0.9761501,19.487747496572172,2.528279617343862,0.10018429809185156,Bayestar,3870,0,0,0
6041810385980367616,ScoCen,Antares,Rebull2018;Long2023,Rebull2018;Long2023,2.90055,NULL,0.558,6.994858861003748,1.2343575,14.292113517492833,2.7271686442643097,0.018095338895854195,Edenhofer,12.65,0,0,0
5318607540527504768,IC2391,IC2391,Douglas2024,Douglas2024,1.44,0.788,0.788,6.73360733253942,1.0513008,15.803216720567935,2.790901012920859,0.015941766117250344,Edenhofer,37,0,0,0
5321572442349020160,IC2391,IC2391,Douglas2024,Douglas2024,1.3,0.83,0.83,6.825771134832555,1.0032481,15.67192447798329,2.836076375167424,0.01740346248502397,Edenhofer,37,0,0,0
5321618724917007104,IC2391,IC2391,Douglas2024,Douglas2024,1.34,0.945,0.945,6.61973581016998,1.0025573,15.405419844805152,2.7109845712351426,0.01670541505704935,Edenhofer,37,0,0,0
5321665969559933312,IC2391,IC2391,Douglas2024,Douglas2024,1.03,0.871,0.871,6.742233789617062,0.9480574,15.656039632277835,2.8069497383152675,0.016290203875603423,Edenhofer,37,0,0,0
5338653836564519936,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,3.9591,0.525,0.525,2.1017923847032227,0.96043205,15.42709526990533,1.4199699490125486,0.016269720857390167,Edenhofer,398,0,0,0
5338654386320728832,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,11.2786,0.662,0.662,2.058332485031018,0.99706036,17.06345530753457,2.076702577961696,0.018455441754822482,Edenhofer,398,0,0,0
5338681289998046848,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,9.1645,0.341,0.341,2.1095264165866707,1.0467541,15.25029262811073,1.380978563763918,0.015063774158755133,Edenhofer,398,0,0,0
5338681839753910784,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,10.4819,0.839,0.839,2.193164168996771,0.97809935,17.001436700188357,2.0960327267145646,0.017957331459175437,Edenhofer,398,0,0,0
5338704929488942464,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,6.6991,0.845,0.845,2.1155325619073757,1.0018548,13.463067375352018,0.852526073916836,0.014548771835599723,Edenhofer,398,0,0,0
5338705200028317312,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,3.5768,0.624,0.624,2.118497370442216,0.968975,12.603809916029066,0.7173232107984847,0.014674857326206462,Edenhofer,398,0,0,0
5340149206729221760,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,7.4903,0.614,0.614,2.124828836734308,1.0154424,14.144868163033099,1.0217287033367173,0.014729575028376086,Edenhofer,398,0,0,0
5340164359375784576,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,5.7242,NULL,0.94,2.1312531875828458,1.1281037,13.676484853145139,0.9218282249036032,0.014440296654615405,Edenhofer,398,0,0,0
5340165458887293312,NGC3532,NGC3532,Fritzewski2021,Fritzewski2021,1.5345,0.393,0.393,2.0972971380039414,0.94235915,16.184570593461952,1.7478769591885766,0.016500089802023405,Edenhofer,398,0,0,0
5514296627169047808,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,5.325,0.765,0.765,2.679106961026012,1.0424106,16.688398878666725,2.473960615068895,0.020197034964017382,Edenhofer,32,0,0,0
5514319064078846592,NGC2547,NGC2547,Douglas2024,Douglas2024,0.82,0.485,0.485,2.692265934731343,0.97005594,9.268571496090216,-0.023170070191052987,0.015149089396850026,Edenhofer,32,0,0,0
5514334766479162368,NGC2547,NGC2547,Douglas2024,Douglas2024,0.89,1,1,2.628043859131157,0.891216,11.358240314046478,0.5782525102676748,0.014762985121714329,Edenhofer,32,0,0,0
5514345005682029184,NGC2547,NGC2547,Douglas2024,Douglas2024,3.86,0.571,0.571,2.5659334366062145,3.006596,15.045903393187627,2.0099165936457415,0.019401900908290113,Edenhofer,32,0,0,0
5514356030857885696,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,0.586,0.502,0.502,2.39763468810386,1.0880097,19.505156846802805,2.923430440214904,0.16204274873389982,Edenhofer,32,0,0,0
5514365999481965568,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,1.555,0.798,0.798,2.535116005089898,0.9809116,17.336836422886574,2.6368643202181947,0.0520894668738544,Edenhofer,32,0,0,0
5514366029542062336,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,0.551,0.438,0.438,2.412655195022508,1.0097084,19.664582235304472,2.572270506566219,0.2559347191213937,Edenhofer,32,0,0,0
5514369706033149696,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,0.686,1,1,2.5613992369087666,1.0159826,18.08487063396767,2.9853466393265506,0.03957078248186415,Edenhofer,32,0,0,0
5514519621871390464,NGC2547,NGC2547,Douglas2024,Douglas2024,3.12,0.78,0.78,2.6161826336452965,1.0218801,14.725732801985048,1.5630579834218314,0.019527936881163468,Edenhofer,32,0,0,0
5514554874963671040,NGC2547,NGC2547,Douglas2024,Douglas2024,2.12,0.435,0.435,2.6092636835511422,0.99007046,12.025927608894674,0.6869149813352351,0.014958059056271107,Edenhofer,32,0,0,0
5514555699597383296,NGC2547,NGC2547,GodoyRivera2021;Douglas2024,Irwin2008;Douglas2024,0.7505,0.922,0.922,2.619318729441433,1.0415311,16.158795202423512,2.5806031339681996,0.018313672796085406,Edenhofer,32,0,0,0
5514563907273748992,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,0.886,0.479,0.479,2.7048077809769384,0.93736607,18.51062358242814,3.012663043273538,0.09519088064248958,Edenhofer,32,0,0,0
5514563941634975232,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,1.389,NULL,0.5,3.3346467615563538,2.066041,17.544247815672865,3.0008357349466324,0.04676921861413858,Edenhofer,32,0,0,0
5514568447060149760,NGC2547,NGC2547,Douglas2024,Douglas2024,0.35,0.727,0.727,2.7239719339306445,1.0526965,16.923228920209144,2.899859685736854,0.03642404555096886,Edenhofer,32,0,0,0
5514585004154752640,NGC2547,NGC2547,GodoyRivera2021,Irwin2008,0.473,NULL,0,1.6734470871655935,0.9786737,19.835651026418635,2.6610207578084877,0.1826728798869164,Bayestar,32,0,0,0
5537126543009304192,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.19,0.963,0.963,5.143069606100605,2.047998,11.809213203244429,1.1765482517616592,0.014417769107342231,Edenhofer,45,0,0,0
5538346760399645440,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.62,0.317,0.317,5.433946953393027,1.0912904,16.398081667025583,2.982323553588802,0.021421871632470533,Edenhofer,45,0,0,0
5538595662343818880,NGC2451A,NGC2451A,Douglas2024,Douglas2024,1.73,0.951,0.951,5.19275393831116,1.0727341,15.214401846198003,2.347927761951553,0.015358996300488469,Edenhofer,45,0,0,0
5538616656143745664,NGC2451A,NGC2451A,Douglas2024,Douglas2024,1.9,0.91,0.91,5.281714933305498,0.9376706,13.209899261769422,1.435368518264603,0.015633842074495877,Edenhofer,45,0,0,0
5538816835981196288,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.45,0.825,0.825,5.427514450685669,0.855313,5.866383904100043,-0.14757002901987656,0.01437591221086871,Edenhofer,45,0,0,0
5565525828840012928,Collinder135,Collinder135,Douglas2024,Douglas2024,3.43,0.554,0.554,3.755625517729396,0.9275818,13.417206089383958,1.299138784050158,0.01804765771143054,Edenhofer,26,0,0,0
5565931887928558464,Collinder135,Collinder135,Douglas2024,Douglas2024,1.6,1,1,3.551401596214678,0.86503726,11.746035542741417,0.7878101996859387,0.01525497205041134,Edenhofer,26,0,0,0
5566015489471329152,Collinder135,Collinder135,Douglas2024,Douglas2024,0.58,1,1,3.609575052620007,1.0595978,10.107311615052383,0.43642896031259115,0.01460950226451026,Edenhofer,26,0,0,0
5566064864415654912,Collinder135,Collinder135,Douglas2024,Douglas2024,1.87,0.938,0.938,3.551661971358062,0.9762847,14.161696932181538,1.5141649608250636,0.01608967433799651,Edenhofer,26,0,0,0
5566177255119958784,Collinder135,Collinder135,Douglas2024,Douglas2024,0.45,0.339,0.339,3.1779150968061773,2.7563143,8.628251822305804,0.04634254293066875,0.029286523781507312,Edenhofer,26,0,0,0
5585461830080268032,NGC2451A,NGC2451A,Douglas2024,Douglas2024,1.04,1,1,5.281491173701717,1.0248573,16.211318668111645,2.795290793827769,0.018444206675126168,Edenhofer,45,0,0,0
5585791133811568000,Collinder135,Collinder135,Douglas2024,Douglas2024,8.23,0.512,0.512,3.326520014342508,0.9957775,14.2034365645836,1.5040431941356478,0.02761377130332789,Edenhofer,26,0,0,0
5586165173924527744,NGC2451A,NGC2451A,Douglas2024,Douglas2024,2.82,0.358,0.358,5.384467118846831,1.0065383,14.96650407579006,2.2403442935377624,0.014878019654955818,Edenhofer,45,0,0,0
5586198090554065024,Collinder135,Collinder135,Douglas2024,Douglas2024,0.73,0.615,0.615,2.8305763308374305,0.7621394,10.734418799092257,0.448233781489356,0.01742480697050936,Edenhofer,26,0,0,0
5586360852634370304,Collinder135,Collinder135,Douglas2024,Douglas2024,3.33,0.625,0.625,2.717932711966312,0.94544244,13.051756875594261,0.877577522586096,0.01687873604939404,Edenhofer,26,0,0,0
5586723038637653376,NGC2451A,NGC2451A,Douglas2024,Douglas2024,1.16,0.562,0.562,5.441421305254471,4.2946405,11.950522992913385,1.0327270297506062,0.017697408810904657,Edenhofer,45,0,0,0
5586818043315384960,NGC2451A,NGC2451A,Douglas2024,Douglas2024,3.78,0.301,0.301,5.568739775503743,5.9376125,11.24248037218513,0.928283795009453,0.014359515820529396,Edenhofer,45,0,0,0
5586875183559211776,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.33,0.395,0.395,5.315106090167629,3.7763453,14.251578059663254,2.203140754171006,0.01536706693382494,Edenhofer,45,0,0,0
5586933973073374976,NGC2451A,NGC2451A,Douglas2024,Douglas2024,0.82,1,1,5.099813032739137,1.0888666,15.682294836004264,2.74397371846611,0.016549163053214556,Edenhofer,45,0,0,0
5589404884934899456,Collinder135,Collinder135,Douglas2024,Douglas2024,0.68,0.691,0.691,3.411091526671916,1.3028623,16.019446902007097,2.5434930070075166,0.02069892631322145,Edenhofer,26,0,0,0
5589459138960940160,Collinder135,Collinder135,Douglas2024,Douglas2024,2.38,0.677,0.677,3.385312414758227,0.88735926,11.92231039821617,0.7841269903970574,0.015802793991734315,Edenhofer,26,0,0,0
5590159699666573696,Collinder135,Collinder135,Douglas2024,Douglas2024,6.14,1,1,3.435498331627084,0.9944747,15.725905061590934,2.273596867220603,0.01636172669777787,Edenhofer,26,0,0,0
5590455090336551680,Collinder135,Collinder135,Douglas2024,Douglas2024,8.26,0.873,0.873,3.533736476297775,1.0123622,14.307647520434573,1.6179244679841305,0.016871663246020165,Edenhofer,26,0,0,0
598885090090313216,M67,M67,Dungee2022;Long2023,Dungee2022,42.1,0.133,0.133,0.6375599458980136,1.0912564,19.137533938589144,2.359010261137283,0.08556921613909621,Bayestar,3870,0,0,0
